"SUM_BILNO","SUMMARY_DOCID","SUMMARY_TYPE","SUMMARY_TEXT"
"SB0591","SB591SER  ","SUMMARY AS PASSED","<p class='sumtext'><b>Department of Taxation; free tax filing program for individuals.</b> Directs the Tax Commissioner to develop and offer a free individual state income tax filing program, effective beginning in taxable year 2028, that is similar to the federal Internal Revenue Service (IRS) Direct File Program as it existed during the 2025 tax filing season. The bill contains technical amendments that remove obsolete language regarding fillable forms. This bill is identical to HB 1180. </p><p class='sumtext'></p>"
"SB0592","SB592S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Board of Education; career and technical education courses,  pathways, and credentials; biennial review; report. </b>Requires the Board of  Education and the Virginia Board of Workforce Development, with the assistance of  the Department of Workforce Development and Advancement,  the Virginia Office of Education Economics, the Department of Education, the  Virginia Community College System, and the State Council of Higher Education  for Virginia, to conduct, beginning with the fiscal  year starting July 1, 2026, and each odd-numbered  year thereafter, a biennial review of all career and technical education  course, pathway, and credential offerings available to public school students  across the Commonwealth for the purpose of ensuring that all such career and  technical education course, pathway, and credential offerings are (i) aligned  with current and emerging industry and workforce needs, demands, and standards  and (ii) designed to effectively prepare students for postsecondary success  through gainful employment in a high-demand industry or field, enrollment in  postsecondary education, or enlistment in the United States Armed Forces. The bill requires the Board of Education  and the Virginia Board of Workforce Development to  develop and submit to the Secretary of Education, the Secretary of Labor, and  the chairs of the House Committee on Education and the Senate Committee on  Education and Health by October 1 of each odd-numbered year, beginning with  October 1, 2026, a report on each such biennial review."
"SB0593","SB593S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Health insurance</b><b>; balance  billing protection; emergency medical services vehicle  transportation.</b> Prohibits an out-of-network health  insurance provider from balance billing any enrollee for transportation  provided by an emergency medical services vehicle, defined  in the bill as any vehicle, vessel, or aircraft that holds a valid  permit issued by the Office of Emergency Medical Services  and that is equipped, maintained, or operated to provide emergency medical care  or transportation of patients who are sick, injured, wounded, or otherwise incapacitated  or helpless."
"SB0594","SB594S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Motor vehicle insurance; unauthorized  addition of insured drivers prohibited.</b> Prohibits an insurance carrier  authorized to issue motor vehicle liability insurance policies from  automatically adding any person to the list of persons insured under a motor  vehicle owner's policy or to the household of a named insured for purposes of  such policy based solely on certain information enumerated  in the bill. The bill prohibits such a carrier from increasing premiums  for, canceling, or refusing to renew a policy based  solely on the failure of the named insured to respond to a communication  demanding confirmation of an additional insured driver or household member. The  bill authorizes the State Corporation Commission to investigate and enjoin via  order any violation of its provisions and subjects a person who violates such  order to certain penalties enumerated in the bill.</p>    <p class=sumtext>"
"SB0594","SB594SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Motor vehicle insurance; unauthorized addition of insured drivers prohibited. </b>Prohibits an insurance carrier authorized to issue motor vehicle liability insurance policies from automatically adding any person to the list of persons insured under a motor vehicle owner's policy or to the household of a named insured for purposes of such policy based solely on certain information enumerated in the bill.</p><p class='sumtext'></p>"
"SB0595","SB595S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Mechanics and storage liens; vehicle data. </b>Authorizes  the Department of Motor Vehicles, when searching for owner or lienholder  information for the enforcement of a mechanics or storage lien against a vehicle  titled in another jurisdiction, to provide the bailee with the requested  information ascertained from a nationally recognized motor vehicle title  database rather than contacting such jurisdiction, provided such jurisdiction  and the Commonwealth have both entered into agreements with such database. The  bill also expands the circumstances under which the  Department is not required to notify the owner or lienholder of a vehicle  titled in another jurisdiction that such request for information was received  to include when the other jurisdiction fails to respond to the request for  information."
"SB0595","SB595SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Mechanics and storage liens; abandoned vehicles;&nbsp;vehicle records.&nbsp;</b>Removes&nbsp;the requirement that the Department of Motor Vehicles,&nbsp;when searching for owner or lienholder information for a vehicle titled in another jurisdiction&nbsp;for (i)&nbsp;the enforcement of a mechanics or storage lien or (ii) determining ownership of&nbsp;an abandoned vehicle, ascertain such information by contacting the other jurisdiction. The bill retains the requirement that the Department ascertain such information upon initiation of&nbsp;a search by the bailee or person in possession of an&nbsp;abandoned vehicle.</p>"
"SB0596","SB596S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Contraception; right to contraception; applicability;  enforcement.</b> Establishes a right to obtain contraceptives and engage in  contraception, as such terms are defined in the  bill. The bill also creates a cause of action that  may be instituted against anyone who infringes on such right."
"SB0596","SB596SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Contraception; right to contraception; applicability; enforcement.</b> Establishes a right to obtain contraceptives and engage in contraception, as such terms are defined in the bill. The bill also creates a cause of action that may be instituted if such right is infringed. </p>"
"SB0597","SB597S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Wage garnishments; treasurers' liens for unpaid taxes and  charges. </b>Limits a treasurer's lien issued with respect to wages or salary  to 25 percent of the disposable earnings in a single pay period. The 25 percent  limitation shall not apply (i) if the lien issuer determines that the adjusted  gross income of the delinquent taxpayer exceeds 250  percent of the poverty guideline amount adjusted for household size, (ii) if a court of appropriate jurisdiction determines, by  clear and convincing evidence, that the delinquent taxpayer may flee or attempt  to flee the jurisdiction or is improperly disposing of assets with the intent  to hinder or delay the collection of the delinquent obligations, or (iii) to any portion of the delinquent obligation  collected by the delinquent taxpayer and held in trust to remit to the local  governing authority."
"SB0597","SB597SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Wage garnishments; treasurers' liens for unpaid taxes and charges. </b>Limits a treasurer's lien issued with respect to wages or salary to 25 percent of the delinquent taxpayer's disposable earnings in a single pay period. The 25 percent limitation shall not apply (i) if the lien issuer determines that the adjusted gross income of the delinquent taxpayer exceeds 250 percent of the poverty guideline amount adjusted for household size; (ii) if the treasurer determines, by clear and convincing evidence, that the delinquent taxpayer or the property assessed with such taxes is no longer in the jurisdiction, or the taxpayer is attempting to flee the jurisdiction or is improperly disposing of assets with the intent to hinder or delay the collection of the delinquent taxes; or (iii) to any portion of the delinquent obligation collected by the delinquent taxpayer and held in trust to remit to the local governing authority.</p>"
"SB0598","SB598S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Electric utilities; renewable energy portfolio standard;  zero-carbon electricity; zero emission credits; power purchase agreements. </b>Amends  the definition of 'zero-carbon electricity' for purposes of the renewable  energy portfolio standard (RPS) for Dominion Energy and Appalachian Power  Company, and includes zero-carbon electricity in the measure of total electric  energy for the purposes of determining percentage obligations for the RPS. The  bill adds compliance with RPS obligations through the procurement of Zero  Emission Credits (ZECs) as well as Renewable Energy Certificates (RECs) for  compliance year 2035 and all years thereafter. Under the bill, all zero-carbon  electricity generation resources located in the regional transmission area  shall be RPS eligible sources, provided that their ZECs are verified. The bill  raises the percentages for certain types of generation capacity to be procured  through power purchase agreements from 35 percent to at least 50 percent. The  bill also (i) increases the amount of generating capacity to be procured by  Dominion Energy from resources using sunlight or  onshore wind from 3,000 to 6,000 megawatts by December 31, 2027; (ii) decreases  the amount of such capacity to be procured by December 31, 2035, from 6,100 to  3,100 megawatts; and (iii) adds requirements for the procurement of zero-carbon  electricity for Dominion Energy and Appalachian Power company to achieve  between January 1, 2035, and December 31, 2045, with at least 50 percent of  such electricity to be procured from a party other than the utility.</p>  <p class=sumtext>The bill directs the State Corporation Commission to adopt  regulations to achieve the deployment of zero-carbon electricity pursuant to  the provisions of the bill by January 1, 2028. The bill also directs the  Commission to initiate a proceeding to determine if the zero-carbon electricity  targets under the bill are appropriate in light of changes to anticipated  energy load growth by July 1, 2030."
"SB0598","SB598SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Electric utilities; renewable energy portfolio standard; zero-carbon electricity; accelerated clean energy buyers. </b>Revises the conditions under which accelerated clean energy buyers, defined in existing law as accelerated renewable energy buyers, may contract with Appalachian Power or Dominion Energy Virginia to obtain renewable energy certificates (RECs). The bill exempts an accelerated clean energy buyer obtaining capacity, energy, or RECs from qualifying resources or facilities from the assignment of non-bypassable costs associated with compliance with the renewable portfolio standard program based on the amount and type&nbsp;of renewable energy certificates obtained in proportion to such accelerated clean energy buyer's total electric energy consumption. This bill incorporates SB 470.</p>"
"SB0599","SB599S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Virginia Opioid Use Reduction and Jail-Based Substance Use  Disorder Treatment and Transition Fund; grant procedures. </b>Requires the  grant procedure to govern funds awarded to local and regional jails for the  planning or operation of substance use disorder treatment services and  transition services for persons with substance use disorder who are  incarcerated in local and regional jails to include requirements that (i) any  grant awarded shall be made for up to three years and (ii) an applicant for a  grant submit a plan demonstrating how such applicant will become independently  financially viable within the time period for which the grant is awarded. This  bill is a recommendation of the Joint Commission on Health Care. "
"SB0599","SB599SER  ","SUMMARY AS PASSED","<p class='sumtext'><b>Virginia Opioid Use Reduction and Jail-Based Substance Use Disorder Treatment and Transition Fund; grant procedures. </b>Requires the grant procedure to govern funds awarded to local and regional jails for the planning or operation of substance use disorder treatment services and transition services for persons with substance use disorder who are incarcerated in local and regional jails to include requirements that (i) any grant awarded shall be made for up to three years and (ii) an applicant for a grant submit a plan demonstrating how such applicant will become independently financially viable within the time period for which the grant is awarded. This bill is a recommendation of the Joint Commission on Health Care and is identical to HB 455.</p>"
"SB0600","SB600S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Nonjudicial disciplinary proceedings in the Virginia  National Guard. </b>Removes the restriction on nonjudicial disciplinary  proceedings that prevents reduction in rank for members with more than 10 years  of service who are in the rank of E-5 or above."
"SB0601","SB601S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Virginia National Guard State Tuition Assistance Program;  grants. </b>Requires at least $50,000 of discretionary annual spending of  Virginia National Guard State Tuition Assistance Program grant funds to be used  for recruitment. Under current law, discretionary spending on recruitment from  grant funds is capped at $50,000 per fiscal year. "
"SB0602","SB602S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Marcus alert system; external database  information removal.</b> Clarifies that an individual's information may  continue to appear on a voluntary Marcus alert system external database that  cannot be modified by a locality after such individual reaches 18 years of age.  This bill is a recommendation of the Behavioral Health Commission."
"SB0603","SB603S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>School boards; policies relating to volunteer student life  counseling and support services; guidelines and requirements.</b> Permits any  school board to adopt a policy permitting certain individuals or groups to  provide, on a volunteer basis, student life  counseling or support services, as defined in the  bill, on school property after regular school hours, in accordance with the  requirements in the bill. The bill (i) requires a school board to hold a public hearing to provide an  opportunity for public comment on the proposed policy prior  to adopting such policy and (ii) requires  such policy (a) to include  background and criminal records check requirements  for individuals volunteering to provide such support  services; (b) to require written  parental consent before any minor student  participates in or receives such support services; and (c) to require any approved  individual or group to include on materials provided to students and parents  information a parent or student may need in order to  provide full and informed consent."
"SB0604","SB604S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Charitable gaming; common interest communities; bingo. </b>Allows  common interest communities that qualify for deductions pursuant to ? 277 of  the Internal Revenue Code and that are solely available to residents age 55 or  older to become qualified organizations, subject to certain registration  requirements, for the purposes of conducting bingo in accordance with the rules  and regulations of the Department of Agriculture and Consumer Services."
"SB0605","SB605S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Professions and occupations; public accountants; definition.</b> Specifies that the  term 'use the CPA title in Virginia' has  the same meaning as 'using the CPA title in Virginia' as both such terms relate to certified public accountants (CPAs)  licensed in the Commonwealth. The bill additionally  clarifies that both terms mean the use of 'CPA,' 'Certified  Public Accountant,' or 'public accountant' in any manner of  communication by any person, firm, or entity to persons or entities located in  Virginia with the intent to portray such person,  firm, or entity as being licensed or legally permitted to provide professional accounting services in Virginia for the express purpose of providing such professional  services."
"SB0605","SB605SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Board of Accountancy; licensing requirements; inactive and emeritus license statuses. </b>Establishes inactive and emeritus license statuses for licensees who no longer provide services to the public or services to or on behalf of an employer. The bill directs the Board of Accountancy to adopt emergency regulations to implement the provisions of the bill and to develop guidance permitting biographical and historically accurate references to CPA licensure for former licensees.</p>"
"SB0606","SB606S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>General funds, bonds, and capital outlay.</b> Removes the  Executive Director of the State Council of Higher Education for Virginia from  the Six-Year Capital Outlay Plan Advisory Committee. The bill also provides  that (i) the Secretary of Finance and the staff directors of the House  Committee on Appropriations and the Senate Committee on Finance and  Appropriations shall be voting members and (ii) the Director of the Department  of Planning and Budget and the Director of the Department of General Services  shall be nonvoting members serving ex officio."
"SB0606","SB606SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>General funds, bonds, and capital outlay.</b> Removes the Executive Director of the State Council of Higher Education for Virginia and the Secretary of Finance from the Six-Year Capital Outlay Plan Advisory Committee. The bill also provides that the Six-Year Capital Outlay Plan Advisory Committee consists of four members, with voting privileges, including the staff directors of the House Committee on Appropriations and the Senate Committee on Finance and Appropriations, the Director of the Department of Planning and Budget, and the Director of the Department of General Services. </p>"
"SB0607","SB607S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Additional local sales and use tax to support schools;  referendum.</b> Authorizes all counties and cities to impose an additional  local sales and use tax at a rate not to exceed one percent with the revenue  used only for capital projects for the construction or renovation of schools if  such levy is approved in a voter referendum. Under current law, only Charlotte,  Gloucester, Halifax, Henry, Mecklenburg, Northampton, Patrick, and Pittsylvania  Counties and the City of Danville are authorized to impose such a tax."
"SB0608","SB608S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Department of Health; Department of  Corrections; peer recovery specialists. </b>Directs the Virginia Department of  Health and the Virginia Department of Corrections to develop agency guidelines  for hiring peer recovery specialists with previous criminal convictions for  compensated employment. This bill is a recommendation of the Joint Commission  on Health Care."
"SB0608","SB608SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Department of Health; Department of Corrections; peer recovery specialists. </b>Directs the Virginia Department of Health and the Virginia Department of Corrections to develop agency guidelines for hiring peer recovery specialists with previous criminal convictions for compensated employment. As introduced, this bill was a recommendation of the Joint Commission on Health Care. </p>"
"SB0608","SB608SER  ","SUMMARY AS PASSED","<p class='sumtext'><b>Department of Health; Department of Corrections; peer recovery specialists. </b>Directs the Virginia Department of Health and the Virginia Department of Corrections to develop agency guidelines for hiring peer recovery specialists with previous criminal convictions for compensated employment. As introduced, this bill was a recommendation of the Joint Commission on Health Care. </p>"
"SB0609","SB609S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Revenues, taxes, gaming, and lottery. </b>Makes technical  changes to describe distributions from the Gaming Proceeds Fund in revenue  percentage terms rather than tax terms. "
"SB0609","SB609SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Virginia Lottery and Gaming Authority established.&nbsp;</b>Establishes the Virginia Lottery and Gaming Authority&nbsp;to oversee and regulate all forms of legal gambling in the Commonwealth. &nbsp;</p>"
"SB0610","SB610S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Revenue reserves and budgetary amendments. </b>Provides  that any withdrawal from the Revenue Stabilization Fund made to comply with the  20 percent combined amount limitation for the Revenue Stabilization Fund and  the Revenue Reserve Fund shall be assigned by the Comptroller and be considered  a portion of the committed fund balance of the general fund of the state  treasury, subject to the provisions of the general appropriation act."
"SB0611","SB611S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Economic development incentives; wage  requirements. </b>Requires companies to pay an average wage for the jobs  eligible for assistance under the component programs of the Virginia Jobs  Investment Program that is no less than the prevailing average wage, defined in  the bill, or, in the case of an economically  distressed locality, defined in the bill, no less than 85 percent of the  prevailing average wage. Under current law, to be eligible for the component  programs, companies must pay a minimum entry-level wage rate per hour of at  least 1.2 times the federal minimum wage or the Virginia minimum wage,  whichever is higher, and in areas that have an  unemployment rate of 1.5 times the statewide average unemployment rate, the  wage rate minimum may be waived.</p>  <p class=sumtext>The bill also authorizes the payment of Virginia Investment  Performance Grants if the average wage paid by the eligible manufacturer or  research and development service, excluding fringe benefits, is no less than 85  percent of the prevailing average wage in localities with either (i) an annual  unemployment rate for the most recent calendar year for which such data is  available that is greater than the final statewide average unemployment rate  for that calendar year or (ii) a poverty rate for the most recent calendar year  for which such data is available that exceeds the statewide average poverty  rate for that year. Under current law, such authorization is limited to those  localities meeting both the unemployment rate and poverty rate thresholds.</p>    <p class=sumtext>"
"SB0612","SB612S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Motion picture production income tax credit; sales and use  tax media-related exemptions.</b> Extends the motion picture production tax  credit sunset date from taxable year 2026 to taxable  year 2031. The bill also extends  from July 1, 2027, to July 1, 2032 the sunset for certain sales tax  exemptions related to film production and distribution."
"SB0612","SB612SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Motion picture production tax credit; sunset.</b> Extends the motion picture production tax credit sunset date from taxable year 2026 to taxable year 2031.</p>"
"SB0612","SB612SER  ","SUMMARY AS PASSED","<p class='sumtext'><b>Motion picture production tax credit; sunset.</b> Extends the motion picture production tax credit sunset date from taxable year 2026 to taxable year 2031.</p>"
"SB0613","SB613S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Professions and occupations; regulation of real estate  brokers, salespersons, and rental location agents; other powers and duties of  the Real Estate Board; licensure; criminal history certification.</b> Directs  the Real Estate Board to promulgate regulations requiring  an applicant for a new real estate license to certify his criminal history on his application. The bill further provides procedures for the Board to follow in granting licensure after applications are submitted but before criminal history is received. Finally, the bill directs the Board to require an applicant to certify on his license renewal application that he has no criminal  history that he has not previously disclosed. "
"SB0614","SB614S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Alcoholic beverage control; advertising materials; purchase  and display of barrels. </b>Allows a retail licensee to elect to receive the  physical barrel or lid in addition to purchasing the bottled contents of a  distilled spirits barrel from a manufacturer through a barrel purchase  agreement supplied to the Alcoholic Beverage Control Authority. The bill  provides that such physical barrel or lid shall not be considered a gift and  may be displayed on the retail licensee's premises. </p>  <p class=sumtext>"
"SB0615","SB615S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Consumer Data Protection Act; online device pricing;  prohibition. </b>Provides that no controller or processor shall, in connection  with a consumer transaction, generate, in whole or in part, a price offered to  a consumer through the consumer's online device based on (i) the hardware or  hardware state of the online device, as those terms are defined in the bill,  (ii) the presence or absence of any software on the  online device, or (iii) precise geolocation data of the online device when used  to set a price based on inferences about the consumer made from such data. The  bill provides for exemptions in certain instances."
"SB0616","SB616S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Emergency protective orders; duration.</b> Extends the  duration of an emergency protective order from a maximum of three days to a  maximum of two weeks. The bill permits a petitioner, prior to the expiration of  an emergency protective order, to file a written motion requesting to extend  such order and authorizes a court, upon good cause shown, to extend the  emergency protective order for an additional period of time not to exceed two  weeks after expiration of the original order. Finally, the bill permits a court  to continue an emergency protective order to the first hearing date of any  related criminal offense. The bill contains technical amendments."
"SB0617","SB617S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Virginia Erosion and Stormwater Management Program  authority; right of entry; performance bond.</b> Removes the requirement for a  Virginia Erosion and Stormwater Management Program (VESMP) authority to have a  performance bond with surety, cash escrow, letter of credit, any combination  thereof, or such other legal arrangement in order to enter any establishment or  upon any property, public or private, for the purpose of initiating or  maintaining appropriate actions that are required by conditions imposed by the  VESMP authority on a land-disturbing activity when an owner, after proper  notice, has failed to take acceptable action within the time specified."
"SB0618","SB618S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Office of the Executive Secretary; annual trauma-informed  education for certain court personnel.</b> Requires the Office of the Executive  Secretary of the Supreme Court of Virginia to provide annual continuing legal education  on trauma-informed practices in proceedings involving sexual abuse or abuse of a family or household member to magistrates,  clerks, judges of juvenile and domestic relations district courts, general  district courts, and circuit courts, and other court  employees."
"SB0619","SB619S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Electric utilities; certificate of  operation for high-load facilities. </b>Prohibits  any person from operating a high-load facility,  defined in the bill as a facility whose electricity demand exceeds 25 megawatts  that was not operating before July 1, 2026, without first having obtained a  certificate of operation from the State Corporation  Commission. The bill includes factors for the Commission to consider in  reviewing a petition to operate a high-load  facility. The bill establishes a presumption that a  high-load facility shall be considered to have met certain requirements  if the high-load facility has secured sufficient  contracts for energy storage resources or zero-carbon electric generating  resources or that the high-load facility has a plan  to implement sufficient demand reduction measures. The bill also requires the  Commission to consider certain factors in a review of a petition for a  certificate to operate a high-load facility, including whether there is sufficient energy, capacity,  and grid infrastructure to support the operation of the  high-load facility and whether the operation of the  high-load facility would create an unreasonable cross-subsidy across  customers served by the incumbent electric utility. </p>  <p class=sumtext>"
"SB0619","SB619SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Electric utilities; certificate of operation for high-load facilities. </b>Prohibits any person from operating a high-load facility, defined in the bill as a facility whose electricity demand exceeds 90 megawatts that was not operating before January 1, 2027, without first having obtained a certificate of operation from the State Corporation Commission. The bill includes factors for the Commission to consider in reviewing a petition to operate a high-load facility. The bill establishes a presumption that a high-load facility shall be considered to have met certain requirements if the high-load facility has secured sufficient contracts for energy storage resources or zero-carbon electric generating resources or that the high-load facility has a plan to implement sufficient demand reduction measures. The bill also requires the Commission to consider certain factors in a review of a petition for a certificate to operate a high-load facility, including whether there is sufficient energy, capacity, and grid infrastructure to support the operation of the high-load facility and whether the operation of the high-load facility would create an unreasonable cross-subsidy across customers served by the incumbent electric utility. </p><p class='sumtext'></p>"
"SB0620","SB620S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Virginia Alcoholic Beverage Control Authority; permitting  of retail tobacco product retailers; purchase, possession, and sale of retail  tobacco products; penalties; report. </b>Transitions  and provides a more comprehensive structure for the current licensing and  enforcement responsibilities related to liquid nicotine and retail tobacco  products from the Department of Taxation to a permitting system administered by  the Virginia Alcoholic Beverage Control Authority."
"SB0620","SB620SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Virginia Alcoholic Beverage Control Authority; permitting of retail tobacco product retailers; purchase, possession, and sale of retail tobacco products; penalties; report. </b>Transitions and provides a more comprehensive structure for the current licensing and enforcement responsibilities related to liquid nicotine and retail tobacco products from the Department of Taxation to a permitting system administered by the Virginia Alcoholic Beverage Control Authority. The bill requires the Board of Directors of the Virginia Alcoholic Beverage and Control Authority to conduct an unannounced buyer operation at least once every 24 months to verify a permittee, defined in the bill, is not selling retail tobacco products to persons under 21 years of age.</p>"
"SB0621","SB621S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Electric utilities; electric grid utilization metrics;  State Corporation Commission. </b>Requires Dominion Energy and Appalachian  Power to petition the State Corporation Commission for approval of grid  utilization metrics by November 1, 2026. Under the bill, the petition shall  include certain assessments comparing current electric grid system performance  with optimal utilization of existing electric grid assets. The bill directs the  Commission to issue its final order regarding such petitions by July 1, 2027,  and lists additional determinations to be included in such final order.</p>  <p class=MsoNormal style=LINE-HEIGHT: normal; TEXT-AUTOSPACE: ideograph-numeric>"
"SB0621","SB621SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Phase I and Phase II Utilities; electric grid utilization metrics. </b>Requires Dominion Energy and Appalachian Power to petition the State Corporation Commission for approval of grid utilization metrics by October 15, 2026, which petition may be consolidated with&nbsp;the integrated resource plan filing for Dominion Energy in 2026.&nbsp;Under the bill, the petition shall include certain assessments comparing current electric grid system performance with optimal utilization of existing electric grid assets. The bill also requires the Commission to include in an existing annual report its findings on each applicable utility's assessment of relevant grid utilization metrics, which shall include an analysis of the potential for each applicable utility to increase electric grid utilization through the deployment of non-wires alternatives.</p><p class='MsoNormal' ideograph-numeric TEXT-AUTOSPACE: normal;></p>"
"SB0622","SB622S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Title insurance; schedule of risk rates. </b>Requires each  title insurance company to publish its schedule of risk rates, including  policies, endorsements, closing protection letter fees, any rate  classifications or groupings, and any modifications or amendments. The bill  prohibits a title insurance company or a title insurance agency or agent from  charging a policy rate for a title insurance policy that exceeds those set  forth in the title insurance company's published schedule of policy rates, with certain exceptions."
"SB0622","SB622SE   ","SUMMARY AS PASSED SENATE","<p class='sumtext'><b>Title insurance; schedule of risk rates. </b>Requires each title insurance company to publish its schedule of risk rates, including policies, endorsements, closing protection letter fees, any rate classifications or groupings, and any modifications or amendments. The bill prohibits a title insurance company or a title insurance agency or agent from charging a policy rate for a title insurance policy that exceeds those set forth in the title insurance company's published schedule of policy rates, with certain exceptions. Notwithstanding such prohibition, the bill permits a title insurance company or its agent to charge policy rates that it negotiates on policies insuring an owner-occupied primary residence in which a natural person or estate planning entity is in title.</p>"
"SB0623","SB623S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Agricultural and Forestal Districts Act; size of parcels;  reduction of core area acreage requirements. </b>Reduces from 200 to 100 the  minimum core acreage requirement that a locality must meet to create an  agriculture and forestal district."
"SB0624","SB624S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Assault and battery; definition of  'Islamophobia';  penalty.</b> Defines 'Islamophobia' as it relates to the crime of assault and battery  as malicious prejudice or hatred directed toward Islam or Muslims. This definition  applies regardless of whether the victim is actually a practitioner of Islam,  provided that the perpetrator targeted such victim based on a perceived  adherence to such faith. The bill also clarifies that  religious conviction includes Islam. The bill directs the Department of  State Police, in consultation with the Office of the Attorney General and the  Office of Diversity, Equity, and Inclusion, to include the  bill's definition of 'Islamophobia' in its hate crime  reporting central repository."
"SB0625","SB625S    ","SUMMARY AS INTRODUCED","<p class=sumtext><b>Public institutions of higher education;  financial assistance; Medical Education Loan-for-Service Fund and Program  established; report. </b>Establishes the Medical  Education Loan-for-Service Fund and Program (the Program) for the purpose of  providing loans to any person enrolled in or admitted to an eligible  institution, as defined in the bill, that shall be  forgiven in whole or in part upon satisfactory completion of a service  agreement entered into by a recipient to engage in clinical practice in a  designated service area, as defined in the bill, for  the requisite period and in accordance with the requirements set forth by the  bill. The bill directs the State Council of Higher Education for Virginia (the  Council) and the Virginia Health Workforce Development Authority (the  Authority) to administer the Program and to enter into a memorandum of  understanding establishing policies and procedures for the administration of  the Program. The bill also (i) establishes requirements for the administration  of the Program, including (a) requirements for eligibility to apply to and  receive a loan under the Program and the prioritization of Program applications  and (b) terms and conditions governing the receipt, forgiveness, and repayment  of loans under the Program; (ii) directs the Council and the Authority to  promulgate regulations for the administration of the Program relating to  monitoring and enforcing compliance of recipients with Program requirements and  terms and conditions; (iii) authorizes the Council to take certain actions  relating to the enforcement of Program requirements and the collection of loans  in certain circumstances; and (iv) directs the program administrator to  annually collect data on the activities of the Program for the preceding fiscal  year and submit to the Governor and the Chairs of  the House Committees on Education, Health and Human Services, and  Appropriations and the Senate Committees on Education and Health and Finance  and Appropriations a report on such data by October 1 of each year. Finally,  the bill directs the Council to promulgate such regulations as are necessary  for (a) the program administrator to begin  collecting applications for the Program by January 1, 2027, and (b) the disbursement of loans under the Program no later  than July 1, 2027."
